,Theta,Phi,A1,A2,delvec,delang,norm
153,4.41,56.109999999999815,"[300.7699193938, 526.4325353856]","[606.288978455, 2.741836121799963]",0.0024773618843626864,3.874250218416364e-06,1050.1339722277971
154,4.41,56.109999999999815,"[-300.7699193938, -526.4325353856]","[305.5190590612, -523.6906992638001]",0.0024773618843626864,3.7549610425458013e-06,1050.1339734900969
155,4.41,56.109999999999815,"[-300.7699193938, -526.4325353856]","[-606.288978455, -2.741836121799963]",0.0024773618843626864,3.874250218416364e-06,1050.1339722277971
156,4.41,58.109999999999815,"[-647.4471194062, 1066.5742513802002]","[-1247.4039527726002, -27.418361217999973]",0.0020922800911714165,7.6221593658942766e-06,2161.088973132745
157,4.41,58.109999999999815,"[-647.4471194062, 1066.5742513802002]","[599.9568333664001, 1093.9926125982001]",0.0020922800911714165,3.5208712318990365e-06,2161.0887304758226
158,4.41,58.109999999999815,"[647.4471194062, -1066.5742513802002]","[1247.4039527726002, 27.418361217999973]",0.0020922800911714165,7.6221593658942766e-06,2161.088973132745
159,4.41,58.109999999999815,"[647.4471194062, -1066.5742513802002]","[-599.9568333664001, -1093.9926125982001]",0.0020922800911714165,3.5208712318990365e-06,2161.0887304758226
160,4.41,58.109999999999815,"[1247.4039527726002, 27.418361217999973]","[647.4471194062, -1066.5742513802002]",0.0023199224766188753,7.6221593658942766e-06,2161.088973132745
161,4.41,58.109999999999815,"[1247.4039527726002, 27.418361217999973]","[599.9568333664001, 1093.9926125982001]",0.0023199224766188753,4.10128813399524e-06,2161.0887178363373
162,4.41,58.109999999999815,"[1247.4039527726002, 27.418361217999973]","[1294.8942388124, -2133.1485027604003]",0.0023199224766188753,7.6221593658942766e-06,3301.1179203319202
163,4.41,58.109999999999815,"[-1247.4039527726002, -27.418361217999973]","[-647.4471194062, 1066.5742513802002]",0.0023199224766188753,7.6221593658942766e-06,2161.088973132745
164,4.41,58.109999999999815,"[-1247.4039527726002, -27.418361217999973]","[-599.9568333664001, -1093.9926125982001]",0.0023199224766188753,4.10128813399524e-06,2161.0887178363373
165,4.41,58.109999999999815,"[-1247.4039527726002, -27.418361217999973]","[-1294.8942388124, 2133.1485027604003]",0.0023199224766188753,7.6221593658942766e-06,3301.1179203319202
166,4.41,58.109999999999815,"[599.9568333664001, 1093.9926125982001]","[-647.4471194062, 1066.5742513802002]",0.002069801988191899,3.5208712318990365e-06,2161.0887304758226
167,4.41,58.109999999999815,"[599.9568333664001, 1093.9926125982001]","[1247.4039527726002, 27.418361217999973]",0.002069801988191899,4.10128813399524e-06,2161.0887178363373
168,4.41,58.109999999999815,"[599.9568333664001, 1093.9926125982001]","[-1294.8942388124, 2133.1485027604003]",0.002069801988191899,3.5208712318990365e-06,3301.117655571514
169,4.41,58.109999999999815,"[-599.9568333664001, -1093.9926125982001]","[647.4471194062, -1066.5742513802002]",0.002069801988191899,3.5208712318990365e-06,2161.0887304758226
